no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,type,site_address,classification_of_operation
"111","EA","ER141998218","Plastic","S","Gelpack Industrial Ltd","2251996","Active","01/01/2014","01/01/2014","Accredited Reprocessors","UNIT 4 MADLEY HEREFORDSHIRE HR2 9NQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"112","EA","ER142014157","Plastic","S","Hahn Plastics Ltd","08268517","Active","03/07/2014","03/07/2014","Accredited Reprocessors","Pilkington Site MANCHESTER Greater Manchester M27 8LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"113","EA","ER142008114","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"114","EA","ER142010107","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2014","01/01/2014","Accredited Reprocessors","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"115","EA","ER142013196","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Building 32 and 36 LOUGHBOROUGH Leicestershire LE11 5RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"116","EA","ER142014133","Plastic","S","Jason Plastics Ltd","1062457","Active","17/03/2014","17/03/2014","Accredited Reprocessors","Prettywood BURY Lancs BL9 7HZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"117","EA","ER142012122","Plastic","L","JFC PLASTICS LTD (Runcorn)","1038712","Active","10/01/2014","10/01/2014","Accredited Reprocessors","JFC Plastics Ltd RUNCORN Cheshire WA7 1PH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"118","EA","ER142014150","Plastic","S","KB Extruders Ltd","07533755","Active","01/05/2014","01/05/2014","Accredited Reprocessors","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"119","EA","ER142014140","Plastic","S","Land Polymers Ltd","03736903","Active","14/04/2014","14/04/2014","Accredited Reprocessors","Land Polymers Ltd, LIVERSEDGE West Yorkshire WF15 7JT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"120","EA","ER142006686","Plastic","L","Luxus Ltd","0834329","Active","16/01/2014","16/01/2014","Accredited Reprocessors","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER142009124","Plastic","L","NDC Polipak Limited","03858503","Active","10/02/2014","11/03/2014","Accredited Reprocessors","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER14199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2014","01/01/2014","Accredited Reprocessors","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER14199876","Plastic","S","Petlon Polymers Ltd","1389081","Active","17/01/2014","17/01/2014","Accredited Reprocessors","Ward Industrial Estate LYDNEY Gloucestershire GL15 5EL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER142013181","Plastic","L","Plasgran Ltd","3848053","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Manea Road MARCH Cambridgeshire PE15 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER142014164","Plastic","L","PLASRECYCLE LIMITED","07456989","Active","14/10/2014","14/10/2014","Accredited Reprocessors","Plasrecycle Limited LONDON SE28 0BQ (actual site 0BQ issued by PO) SE2 0BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER142013199","Plastic","L","Plumb Polymers Ltd","03964655","Active","02/01/2014","02/01/2014","Accredited Reprocessors","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER142013195","Plastic","L","Polypipe Ltd","01099323","Active","27/01/2014","27/01/2014","Accredited Reprocessors","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER14199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2014","01/01/2014","Accredited Reprocessors","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER142004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2014","01/01/2014","Accredited Reprocessors","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER142014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","14/02/2014","14/02/2014","Accredited Reprocessors","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER14199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER142014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","EA","ER142005591","Plastic","L","Schutz UK Ltd","2347670","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","EA","ER142014114","Plastic","S","Skymark Packaging International
Ltd","2160777","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Manners Avenue ILKESTON Derbyshire DE7 8EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","EA","ER142008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER142012106","Plastic","L","WHAT-A-WASTE LIMITED","05794416","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Hangar No.1 LICHFIELD Staffordshire WS13 8EN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","NRW","WR141998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","NRW","WR142014702","Plastic","S","Extrusion & Moulding Compounds
Ltd","00905428","Active","10/07/2014","10/07/2014","Accredited Reprocessors","Cwmavon Factory NR PONTYPOOL Gwent NP4 8UW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"139","NIEA","NR142012103","Plastic","L","Cherry Plastics","NI053648","Active","03/04/2014","03/04/2014","Accredited Reprocessors","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"140","SEPA","SR142013116","Plastic","L","Avanti Environmental Group Ltd","3476148","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","SEPA","SR142009106","Plastic","L","Coveris Rigid UK Limited","SC121847","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","3 Young Square LIVINGSTON EH54 9BX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","SEPA","SR1420050013","Plastic","L","Mainetti (UK) Ltd","SC170666","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","Wrexham Industrial Estate WREXHAM WREXHAM LL13 0TS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER142010124","Steel","L","Earthminded UK Ltd","5961878","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Earthminded UK Ltd BRISTOL BS11 9EX","R4 Recycling/reclamation of metals and metal compounds"
"144","EA","ER142010159","Steel","L","ERVIN AMASTEEL","2830693","Active","13/01/2014","13/01/2014","Accredited Reprocessors","George Henry Road TIPTON West Midlands DY4 7BZ","R4 Recycling/reclamation of metals and metal compounds"
"145","EA","ER142012127","Steel","L","SAHAVIRIYA STEEL INDUSTRIES
UK LIMITED","07381674","Active","25/02/2014","25/02/2014","Accredited Reprocessors","SSI UK LTD REDCAR Cleveland TS10 5QW","R4 Recycling/reclamation of metals and metal compounds"
"146","EA","ER1419982","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Bolton Thermal Recovery Facility BOLTON Lancashire BL3 1SW","R1 Use principally as a fuel or other means to generate energy"
"147","EA","ER14199825","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2014","01/01/2014","Accredited Reprocessors","1 Ramsden Road HEREFORD Herefordshire HR2 6LR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","NRW","WR14199868","Steel","L","AMG Resources Ltd","1516685","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Nevills Dock LLANELLI Carmarthen SA15 2HD","R4 Recycling/reclamation of metals and metal compounds"
"149","NRW","WR142004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"150","NRW","WR14199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"151","EA","ER142009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","13/01/2014","13/01/2014","Accredited Reprocessors","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","EA","ER141998269","Wood","L","Boden & Davies Ltd","00699015","Active","01/01/2014","11/03/2014","Accredited Reprocessors","Minshulls Farm ASTLEY Manchester M29 7JZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","EA","ER141998286","Wood","L","Egger (UK) Limited","2813369","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Anick Grange Road HEXHAM Northumberland NE46 4JS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","EA","ER141998268","Wood","L","G I Hadfield & Son Limited","01526281","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Lumm Farm MANCHESTER M43 7LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","EA","ER142004466","Wood","L","Giffords Property Limited","2305307","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Giffords Way WEST BROMWICH West Midlands B70 7JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","EA","ER141998262","Wood","L","Mendip Woodshavings Ltd","4158389","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Charterhouse Factory BRISTOL Somerset BS40 7XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","EA","ER142014121","Wood","L","Norbord Europe Ltd","7886600","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Nadder Lane SOUTH MOLTON Devon EX36 4HP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"158","NRW","WR141998255","Wood","L","Kronospan Ltd","00981905","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Kronospan Ltd CHIRK Wrexham LL14 5NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"159","NRW","WR141998294","Wood","S","Marlin Industries (Wrexham) Ltd","2831738","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Davy Way WREXHAM WREXHAM LL12 0PG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"160","NIEA","NR142007001","Wood","S","Eglinton (Timber Products) Ltd","NI019444","Active","01/01/2014","01/01/2014","Accredited Reprocessors","Eglinton (Timber Products) Ltd EGLINTON Co Londonderry BT47 3PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"161","SEPA","SR1420020017","Wood","L","Egger (Barony) Ltd","2813369","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","Egger (UK) Ltd AUCHINLECK Ayrshire KA182LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"162","SEPA","SR1419980016","Wood","L","Enva Timber Recycling Limited","SC151345","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","49 Burnbrae Rd, Linwood Industrial Estate LINWOOD RENFREWSHIRE PA3 3BD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"163","SEPA","SR1419980015","Wood","L","West Fraser Europe Limited","7886600","Cancelled","01/01/2014","01/02/2015","Accredited Reprocessors","Norbord Limited COWIE Stirlingshire FK7 7BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"164","EA","EX142014138","Aluminium","L","Alutrade Ltd","1806258","Active","11/04/2014","11/04/2014","Accredited Exporters","Langley Forge House OLDBURY West Midlands B69 4NH","R4 Recycling/reclamation of metals and metal compounds"
"165","EA","EX142013166","Aluminium","L","Asia Global Trade Ltd","4711414","Active","24/01/2014","24/01/2014","Accredited Exporters","Crown House LONDON W14 8TH","R4 Recycling/reclamation of metals and metal compounds"
"166","EA","EX142010127","Aluminium","L","Donald Ward Ltd","1292288","Active","01/01/2014","01/01/2014","Accredited Exporters","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"167","EA","EX142014112","Aluminium","L","Ecosky Environmental Solutions Ltd","6850974","Active","01/01/2014","01/01/2014","Accredited Exporters","Davenport House LONDON E14 9RP","R4 Recycling/reclamation of metals and metal compounds"
"168","EA","EX142008125","Aluminium","L","Eurokey Recycling Ltd","03089592","Active","02/01/2014","02/01/2014","Accredited Exporters","Kelsall House TELFORD Shropshire TF3 3BD","R4 Recycling/reclamation of metals and metal compounds"
"169","EA","EX1419991","Aluminium","L","European Metal Recycling Ltd","02954623","Active","01/01/2014","01/01/2014","Accredited Exporters","Sirius House WARRINGTON WA5 7NS","R4 Recycling/reclamation of metals and metal compounds"
"170","EA","EX142005126","Aluminium","S","H Ripley & Co Ltd, Hailsham","4868630","Active","01/01/2014","11/03/2014","Accredited Exporters","Apex Way HAILSHAM East Sussex BN27 3WA","R4 Recycling/reclamation of metals and metal compounds"
"171","EA","EX142009145","Aluminium","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2014","01/01/2014","Accredited Exporters","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R4 Recycling/reclamation of metals and metal compounds"
"172","EA","EX142006668","Aluminium","L","McCarthy (UK) Ltd","3024621","Active","01/01/2014","01/01/2014","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R4 Recycling/reclamation of metals and metal compounds"
"173","EA","EX142009220","Aluminium","L","Metal & Waste Recycling Limited","1031503","Active","01/01/2014","01/01/2014","Accredited Exporters","ALBERT WORKS LONDON LONDON N18 2PD","R4 Recycling/reclamation of metals and metal compounds"
"174","EA","EX142009171","Aluminium","L","Monoworld Ltd","4080642","Active","01/01/2014","01/01/2014","Accredited Exporters","Monoworld Business Park Sharnbrook Bedfordshire MK44 1NB","R4 Recycling/reclamation of metals and metal compounds"
"175","EA","EX142014144","Aluminium","S","PGP Polymer Limited","08314387","Active","17/04/2014","17/04/2014","Accredited Exporters","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R4 Recycling/reclamation of metals and metal compounds"
"176","EA","EX142014136","Aluminium","L","Recycling Lives Limited","03783452","Active","27/03/2014","27/03/2014","Accredited Exporters","Recycling Lives Limited PRESTON Lancashire PR2 5BX","R4 Recycling/reclamation of metals and metal compounds"
"177","EA","EX142013106","Aluminium","L","Robert Gibbs (Contracting)
Company Ltd","2082145","Active","28/03/2014","28/03/2014","Accredited Exporters","Bridge Works HODDESDON Hertfordshire EN11 0EW","R4 Recycling/reclamation of metals and metal compounds"
"178","EA","EX142010129","Aluminium","L","Roydon Resource Recovery Ltd","3852634","Active","01/01/2014","01/01/2014","Accredited Exporters","Units 1 - 3 SWINTON Manchester M27 8LU","R4 Recycling/reclamation of metals and metal compounds"
"179","EA","EX142007785","Aluminium","L","S Norton & Co Ltd","1859428","Active","01/01/2014","01/01/2014","Accredited Exporters","Bankfield House LIVERPOOL Merseyside L20 8RQ","R4 Recycling/reclamation of metals and metal compounds"
"180","EA","EX142010151","Aluminium","L","Sackers Limited","01526052","Active","02/04/2014","02/04/2014","Accredited Exporters","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"181","EA","EX142014115","Aluminium","S","Sun Recycling Ltd","05315322","Active","07/01/2014","07/01/2014","Accredited Exporters","Unit 17 MANCHESTER Lancashire M17 1EH","R4 Recycling/reclamation of metals and metal compounds"
"182","EA","EX142011107","Aluminium","S","Sunberg Ltd","03735771","Active","01/01/2014","01/01/2014","Accredited Exporters","CHURCHILL HOUSE HENDON LONDON NW4 4DJ","R4 Recycling/reclamation of metals and metal compounds"
"183","EA","EX142010122","Aluminium","S","Tom Martin & Company Ltd","00990667","Active","13/02/2014","13/02/2014","Accredited Exporters","123 Seedlee Road, PRESTON Lancashire PR5 8AE","R4 Recycling/reclamation of metals and metal compounds"
"184","EA","EX142013159","Aluminium","L","UN GLOBAL TRADING LIMITED","7442777","Active","01/01/2014","01/01/2014","Accredited Exporters","VISTA CENTRE, 50 SALISBURY ROAD HOUNSLOW middlesex TW46JQ","R4 Recycling/reclamation of metals and metal compounds"
"185","EA","EX14200127","Aluminium","L","Unimetals Recycling (UK) Limited","3242331","Active","14/02/2014","14/02/2014","Accredited Exporters","Long Marston STRATFORD-UPON-AVON Warwickshire CV37 8AQ","R4 Recycling/reclamation of metals and metal compounds"
"186","EA","EX142005119","Aluminium","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R4 Recycling/reclamation of metals and metal compounds"
"187","EA","EX142009123","Aluminium","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R4 Recycling/reclamation of metals and metal compounds"
"188","NRW","WX142014704","Aluminium","L","Ecogen Commodities Limited","09002868","Active","10/07/2014","10/07/2014","Accredited Exporters","THE MALTINGS CARDIFF SOUTH GLAMORGAN CF24 5EZ","R4 Recycling/reclamation of metals and metal compounds"
"189","NRW","WX142013702","Aluminium","L","Econ Recycling Limited","8300420","Active","01/01/2014","01/01/2014","Accredited Exporters","Raleigh House NEWPORT Gwent NP18 2LH","R4 Recycling/reclamation of metals and metal compounds"
"190","NIEA","NX142014104","Aluminium","L","Marton Logistics Ltd","NI603847","Active","03/06/2014","03/06/2014","Accredited Exporters","24 Tamary Road Mayobridge NEWRY Down BT34 2HW","R4 Recycling/reclamation of metals and metal compounds"
"191","NIEA","NX142009104","Aluminium","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R4 Recycling/reclamation of metals and metal compounds"
"192","SEPA","SX1419990001","Aluminium","L","John R Adam & Sons Limited","SC030140","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","RIVERSIDE BERTH, GLASGOW G51 4SD","R4 Recycling/reclamation of metals and metal compounds"
"193","SEPA","SX142014101","Aluminium","L","Robertson Metals Recycling Limited","SC105027","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","Inverkeithing Scrap Terminal INVERKEITHING Fife KY11 1HL","R4 Recycling/reclamation of metals and metal compounds"
"194","SEPA","SX142013111","Aluminium","S","WRC Recycling","SC370000","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","45 INCHINNAN Renfrew PA49RR","R4 Recycling/reclamation of metals and metal compounds"
"195","EA","EX142014142","EfW","S","PGP Polymer Limited","08314387","Active","17/04/2014","17/04/2014","Accredited Exporters","45-49 Rough Hey Road PRESTON Lancashire PR2 5AR","R1 Use principally as a fuel or other means to generate energy"
"196","EA","EX142014123","EfW","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2014","01/01/2014","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R1 Use principally as a fuel or other means to generate energy"
"197","NIEA","NX142014101","EfW","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R1 Use principally as a fuel or other means to generate energy"
"198","EA","EX142013157","Glass Other","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R5 Recycling/reclamation of other inorganic materials"
"199","NIEA","NX142013108","Glass Other","L","RecyCo","NI049526","Active","01/01/2014","01/01/2014","Accredited Exporters","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"200","NIEA","NX142013103","Glass Other","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"201","EA","EX142013177","Glass Re-melt","S","Biffa Waste Services Ltd","00946107","Active","01/01/2014","01/01/2014","Accredited Exporters","Coronation Road HIGH WYCOMBE Buckinghamshire HP12 3TZ","R5 Recycling/reclamation of other inorganic materials"
"202","EA","EX142013132","Glass Re-melt","L","Day Group Ltd","00432417","Active","01/01/2014","01/01/2014","Accredited Exporters","Transport Avenue BRENTFORD Middlesex TW8 9HF","R5 Recycling/reclamation of other inorganic materials"
"203","EA","EX142013139","Glass Re-melt","L","Eurokey Recycling Ltd","03089592","Active","02/01/2014","02/01/2014","Accredited Exporters","Kelsall House TELFORD Shropshire TF3 3BD","R5 Recycling/reclamation of other inorganic materials"
"204","EA","EX142013150","Glass Re-melt","S","Glass Recycling (UK) Ltd","1169515","Active","01/01/2014","01/01/2014","Accredited Exporters","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"205","EA","EX142013161","Glass Re-melt","L","INGS ENVIRONMENTAL LIMITED","7858230","Active","01/01/2014","01/01/2014","Accredited Exporters","Kingslodge FAIRBURN NorthYorkshire WF11 9JA","R5 Recycling/reclamation of other inorganic materials"
"206","EA","EX142013137","Glass Re-melt","L","McCarthy (UK) Ltd","3024621","Active","01/01/2014","01/01/2014","Accredited Exporters","McCarthy (U.K.) Ltd BUCKLAND NEWTON Dorset DT2 7BY","R5 Recycling/reclamation of other inorganic materials"
"207","EA","EX142013138","Glass Re-melt","S","O-I Glass Ltd","00526983","Active","01/01/2014","01/01/2014","Accredited Exporters","Edinburgh Way HARLOW Essex CM20 2UG","R5 Recycling/reclamation of other inorganic materials"
"208","EA","EX142014102","Glass Re-melt","L","Recresco Limited (London)","4066165","Active","01/01/2014","01/01/2014","Accredited Exporters","Recresco London SWANSCOMBE Kent DA10 0LL","R5 Recycling/reclamation of other inorganic materials"
"209","EA","EX142013158","Glass Re-melt","L","Silica Developments Ltd","07892545","Active","01/01/2014","11/03/2014","Accredited Exporters","4 TROWBRIDGE Wiltshire BA14 9BD","R5 Recycling/reclamation of other inorganic materials"
"210","EA","EX142014125","Glass Re-melt","L","Suez Recycling and Recovery UK
Ltd","2291198","Active","01/01/2014","01/01/2014","Accredited Exporters","SUEZ Recycling and Recovery UK Ltd MAIDENHEAD Berkshire SL61ES","R5 Recycling/reclamation of other inorganic materials"
"211","EA","EX142013147","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","24/01/2014","24/01/2014","Accredited Exporters","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"212","EA","EX142013148","Glass Re-melt","L","Valpak Recycling Ltd","04683865","Active","01/01/2014","01/01/2014","Accredited Exporters","Stratford Business Park STRATFORD-UPON-AVON Warwickshire CV37 7GW","R5 Recycling/reclamation of other inorganic materials"
"213","EA","EX142013184","Glass Re-melt","L","Viridor Resource Management Ltd","3649069","Active","01/01/2014","01/01/2014","Accredited Exporters","Ashford House Grenadier Road EXETER EX1 3LH","R5 Recycling/reclamation of other inorganic materials"
"214","EA","EX142013203","Glass Re-melt","L","Wright Glass Ltd","8679755","Active","03/02/2014","03/02/2014","Accredited Exporters","Carlton Forest WORKSOP Nottinghamshire S81 8BP","R5 Recycling/reclamation of other inorganic materials"
"215","NIEA","NX142013107","Glass Re-melt","L","RecyCo","NI049526","Active","01/01/2014","01/01/2014","Accredited Exporters","89 Barony Road OMAGH Co Tyrone BT79 7QG","R5 Recycling/reclamation of other inorganic materials"
"216","NIEA","NX142013102","Glass Re-melt","L","Re-Gen Limited","NI 44110","Active","01/01/2014","01/01/2014","Accredited Exporters","Unit 7 Shepherd's Drive, NEWRY Down BT35 6JQ","R5 Recycling/reclamation of other inorganic materials"
"217","SEPA","SX142014104","Glass Re-melt","L","MKD32 Limited","08342873","Cancelled","24/06/2014","01/02/2015","Accredited Exporters","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"218","SEPA","SX142013109","Glass Re-melt","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2014","01/02/2015","Accredited Exporters","5 Dalhousie Business Park BONNYRIGG Midlothian EH19 3HY","R5 Recycling/reclamation of other inorganic materials"
"219","EA","EX142009213","Paper/board","L","Cycle Link (UK) Limited","6903278","Active","01/01/2014","01/01/2014","Accredited Exporters","6 LORDS COURT BASILDON United Kingdom SS13 1SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"220","EA","EX142005107","Paper/board","L","Failand Paper Services Ltd","1720270","Active","01/01/2014","01/01/2014","Accredited Exporters","Failand Paper Services Ltd BRISTOL BS8 1SB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"221","EA","EX142014118","Paper/board","S","Green Meadow Ltd T/A Acorn
Recyclers","03628414","Active","03/01/2014","03/01/2014","Accredited Exporters","Unit 61 Wymeswold Industrial Park LOUGHBOROUGH Leicestershire LE12 5TY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
