"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"2340",2033,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1618.1500074742
"2341",2034,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1622.07250900547
"2342",2035,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1625.74480767451
"2343",2036,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1629.17102728675
"2344",2037,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1632.35978395
"2345",2038,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1635.31413143565
"2346",2039,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1638.04246799308
"2347",2040,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1640.55998294188
"2348",2041,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1642.90912583393
"2349",2042,"Mechanical recycling","Other","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1645.13485455577
"2350",2014,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",14894
"2351",2015,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",14895.091458
"2352",2016,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",14026.1622174645
"2353",2017,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",12836.4682457776
"2354",2018,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",15321.8993605753
"2355",2019,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",16915.3501662063
"2356",2020,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",17479.134809891
"2357",2021,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",16390.135166131
"2358",2022,"Mechanical recycling","PE","Film","Plastic","Outturn","NULL","NULL","NULL",27835.5515433829
"2359",2023,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29332.0940410331
"2360",2024,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",26931.8256983332
"2361",2025,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",31749.425733472
"2362",2026,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",33982.4625371302
"2363",2027,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",36380.8007431505
"2364",2028,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41388.7833096413
"2365",2029,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",44849.0108443655
"2366",2030,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45121.870109013
"2367",2031,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45343.8746794069
"2368",2032,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45514.1947910165
"2369",2033,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45631.8301994494
"2370",2034,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45742.4447406765
"2371",2035,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45846.0035788696
"2372",2036,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45942.6229606158
"2373",2037,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46032.5459120155
"2374",2038,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46115.8584981046
"2375",2039,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46192.7976058396
"2376",2040,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46263.7915291368
"2377",2041,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46330.0373467759
"2378",2042,"Mechanical recycling","PE","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46392.8028868278
"2379",2014,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",142
"2380",2015,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",142.396488
"2381",2016,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",135.232840429092
"2382",2017,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",124.600310061378
"2383",2018,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",148.756090237016
"2384",2019,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",164.226663866043
"2385",2020,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",169.700337953845
"2386",2021,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",159.1275258935
"2387",2022,"Mechanical recycling","PE","Other","Plastic","Outturn","NULL","NULL","NULL",270.248073253699
"2388",2023,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",284.77761206675
"2389",2024,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",510.547681893737
"2390",2025,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",881.911019654682
"2391",2026,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1503.62222090616
"2392",2027,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2158.14703938218
"2393",2028,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2054.75568782546
"2394",2029,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2226.55931044537
"2395",2030,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2240.09284188194
"2396",2031,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2251.11434640833
"2397",2032,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2259.56995417357
"2398",2033,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2265.41001040927
"2399",2034,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2270.90151271649
"2400",2035,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2276.0427310164
"2401",2036,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2280.83943814703
"2402",2037,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2285.30369725792
"2403",2038,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2289.43978411874
"2404",2039,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2293.25945546238
"2405",2040,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2296.78397606422
"2406",2041,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2300.07277622193
"2407",2042,"Mechanical recycling","PE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2303.18879648691
"2408",2014,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1720
"2409",2015,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1720.275219
"2410",2016,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1624.15854205926
"2411",2017,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1495.48122699502
"2412",2018,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1785.07254548834
"2413",2019,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1970.71718874253
"2414",2020,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",2036.40405614205
"2415",2021,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",1909.53030982992
"2416",2022,"Mechanical recycling","PE","PTT","Plastic","Outturn","NULL","NULL","NULL",3242.97687769103
"2417",2023,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",3417.33134337479
"2418",2024,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2042.26005812536
"2419",2025,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1175.98150210874
"2420",2026,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1353.32172551316
"2421",2027,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1541.55325706424
"2422",2028,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",587.106307534586
"2423",2029,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",636.193100778942
"2424",2030,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",640.026527565729
"2425",2031,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",643.175528860567
"2426",2032,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",645.591415361603
"2427",2033,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",647.260002935256
"2428",2034,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",648.829003711019
"2429",2035,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",650.297923069803
"2430",2036,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",651.668410860286
"2431",2037,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",652.943913579999
"2432",2038,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",654.125652683091
"2433",2039,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",655.21698719723
"2434",2040,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",656.223993122339
"2435",2041,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",657.16365038799
"2436",2042,"Mechanical recycling","PE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",658.05394193114
"2437",2014,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",63074
"2438",2015,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",63078.15768868
"2439",2016,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",59826.0213476382
"2440",2017,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",55084.44629473
"2441",2018,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",65750.2502598167
"2442",2019,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",72588.3000543445
"2443",2020,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",75007.5050106859
"2444",2021,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",70334.4498303146
"2445",2022,"Mechanical recycling","PET","Bottle","Plastic","Outturn","NULL","NULL","NULL",119449.730352973
"2446",2023,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",125871.439874662
"2447",2024,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",113471.246168477
"2448",2025,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131407.488060231
"2449",2026,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",125855.937373281
"2450",2027,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",120242.576650599
"2451",2028,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",117709.575321842
"2452",2029,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",127549.915079053
"2453",2030,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",128325.314558454
"2454",2031,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",128956.689003463
"2455",2032,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",129441.074430759
"2456",2033,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",129775.626165869
"2457",2034,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",130090.210761595
"2458",2035,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",130384.729115688
"2459",2036,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",130659.511911366
"2460",2037,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",130915.250159931
"2461",2038,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131152.188831486
"2462",2039,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131371.001418145
"2463",2040,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131572.906112666
"2464",2041,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131761.307389952
"2465",2042,"Mechanical recycling","PET","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",131939.810816195
"2466",2014,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2439
"2467",2015,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2439.237879
"2468",2016,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2313.66410065961
"2469",2017,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2118.62153043116
"2470",2018,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2528.85948149179
"2471",2019,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2791.85661956097
"2472",2020,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2884.90574573481
"2473",2021,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",2705.1679400049
"2474",2022,"Mechanical recycling","PP","Bottle","Plastic","Outturn","NULL","NULL","NULL",4594.21724480539
"2475",2023,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4841.21940459993
"2476",2024,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4339.7289604345
"2477",2025,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4997.60218050928
"2478",2026,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4962.0568685778
"2479",2027,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4933.01486452102
"2480",2028,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1761.35139763259
"2481",2029,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1908.59040339227
"2482",2030,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1920.0795835942
"2483",2031,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1929.52658670925
"2484",2032,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1936.77424635693
"2485",2033,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1941.78000880577
"2486",2034,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1946.48701086098
"2487",2035,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1950.89376948149
"2488",2036,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1955.00523258085
"2489",2037,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1958.83174074001
"2490",2038,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1962.37695777719
"2491",2039,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1965.65096186378
"2492",2040,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1968.67197936701
"2493",2041,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1971.49095116398
"2494",2042,"Mechanical recycling","PP","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1974.16182552133
"2495",2014,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18264.96
"2496",2015,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18155.37024
"2497",2016,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18156.0460699302
"2498",2017,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18484.7872195804
"2499",2018,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18482.8147726825
"2500",2019,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",18482.8266073639
"2501",2020,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",20155.2847003558
"2502",2021,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",22006.0612997979
"2503",2022,"littering","HDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",21287.5119082012
"2504",2023,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",20585.4343685508
"2505",2024,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15368.1740817887
"2506",2025,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16694.6355035093
"2507",2026,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16788.7425949789
"2508",2027,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16871.2293724301
"2509",2028,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16934.4829197654
"2510",2029,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16978.1322624814
"2511",2030,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17019.2719584251
"2512",2031,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17057.7864122495
"2513",2032,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17093.7192295265
"2514",2033,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17127.1610926228
"2515",2034,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17158.1436974443
"2516",2035,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17186.7554938153
"2517",2036,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17213.1562750371
"2518",2037,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17237.7931663498
"2519",2038,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17261.1380250019
"2520",2039,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17283.38561585
"2521",2040,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17304.6709623049
"2522",2041,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17325.0723582262
"2523",2042,"littering","HDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17344.4974138506
"2524",2014,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2334.904
"2525",2015,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2320.894576
"2526",2016,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2320.97907383858
"2527",2017,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2363.00372675697
"2528",2018,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2362.75157883946
"2529",2019,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2362.75309172696
"2530",2020,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2262.46575424964
"2531",2021,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2147.2643662745
"2532",2022,"littering","HDPE","Other","Plastic","Outturn","NULL","NULL","NULL",2197.59611220235
"2533",2023,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2253.02442772679
"2534",2024,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",633.76681263364
"2535",2025,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",697.597589124198
"2536",2026,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",701.479194865255
"2537",2027,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",704.926020430808
"2538",2028,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",707.568924277415
"2539",2029,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",709.392712854336
"2540",2030,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",711.111641722874
"2541",2031,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",712.720880949663
"2542",2032,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",714.222251914302
"2543",2033,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",715.619544088514
"2544",2034,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",716.914081935469
"2545",2035,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",718.109561108387
"2546",2036,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",719.21265783335
"2547",2037,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",720.242054453
"2548",2038,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",721.217466073282
"2549",2039,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",722.14703120356
"2550",2040,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",723.036391012779
"2551",2041,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",723.888817253924
"2552",2042,"littering","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",724.700449096477
"2553",2014,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",979.152
"2554",2015,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",973.277088
"2555",2016,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",973.313812749088
"2556",2017,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",990.937046723506
"2557",2018,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",990.831307319659
"2558",2019,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",990.831941756082
"2559",2020,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",1294.99344994946
"2560",2021,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",1634.4678017003
"2561",2022,"littering","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",1427.0049971898
"2562",2023,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",1215.19137241686
"2563",2024,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",769.450802565499
"2564",2025,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",837.063523184607
"2565",2026,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",841.775355260893
"2566",2027,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",845.911222268435
"2567",2028,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",849.08270906639
"2568",2029,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",851.271255745602
"2569",2030,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",853.333970065526
"2570",2031,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",855.265056979607
"2571",2032,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",857.066702058123
"2572",2033,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",858.743452987651
"2573",2034,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",860.296898482074
"2574",2035,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",861.731473009108
"2575",2036,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",863.055189161945
"2576",2037,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",864.290465265028
"2577",2038,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",865.46095920841
"2578",2039,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",866.57643744475
"2579",2040,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",867.643669375332
"2580",2041,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",868.666580783748
"2581",2042,"littering","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",869.640538915297
"2582",2014,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1506.388
"2583",2015,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1497.349672
"2584",2016,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1497.40586411767
"2585",2017,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1524.51853361529
"2586",2018,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1524.35585759831
"2587",2019,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1524.35683365441
"2588",2020,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1698.33556379807
"2589",2021,"littering","PET","Other","Plastic","Outturn","NULL","NULL","NULL",1891.34844821721
